symbol,entry_date,exit_date,hold_weeks,ret,exit_reason
NKG,2025-09-19,2025-10-24,5,-0.231,MA10
KSB,2025-09-26,2025-10-24,4,-0.16327699530516432,MA10
BWE,2025-10-03,2025-10-24,3,-0.02640816326530615,MA10
TCB,2025-02-14,2025-10-31,37,0.3932155853833011,MA10
GEX,2025-04-04,2025-10-31,30,1.06640694105071,MA10
HVN,2025-05-30,2025-10-31,22,0.02610843257451735,MA10
VIX,2025-05-30,2025-10-31,22,1.1798736059479555,MA10
EVF,2025-07-25,2025-10-31,14,-0.002062992125984252,MA10
SSI,2025-07-25,2025-10-31,14,0.09146912168798753,MA10
MBB,2025-08-01,2025-10-31,13,0.09920703645514244,MA10
TPB,2025-08-22,2025-10-31,10,-0.10946153846153835,MA10
KSV,2025-10-24,2025-10-31,1,-0.07953792704111176,MA10
STB,2024-09-27,2025-11-07,57,0.5587249190938511,MA10
VAB,2025-02-28,2025-11-07,36,0.5197706422018347,MA10
VCG,2025-03-07,2025-11-07,35,0.21734306777944068,MA10
VHM,2025-03-14,2025-11-07,34,1.0384444444444445,MA10
SHB,2025-03-28,2025-11-07,32,0.5211392650215403,MA10
DDV,2025-05-30,2025-11-07,23,0.2395116899958848,MA10
DPG,2025-06-06,2025-11-07,22,0.0029272285374597664,MA10
DXG,2025-06-06,2025-11-07,22,0.21909695290858708,MA10
PAN,2025-07-11,2025-11-07,17,0.06738507195192288,MA10
SHS,2025-07-11,2025-11-07,17,0.5791851851851851,MA10
CTS,2025-07-18,2025-11-07,16,0.1798108108108108,MA10
HHV,2025-07-18,2025-11-07,16,0.1387058823529414,MA10
HDC,2025-07-25,2025-11-07,15,0.05712292358803977,MA10
OCB,2025-07-25,2025-11-07,15,0.06518367346938787,MA10
VPB,2025-07-25,2025-11-07,15,0.26714814814814813,MA10
VTZ,2025-08-01,2025-11-07,14,-0.006,MA10
MSN,2025-08-22,2025-11-07,11,-0.08181227436823105,MA10
VC3,2025-08-22,2025-11-07,11,-0.04171428571428571,MA10
DIG,2025-08-29,2025-11-07,10,-0.06945636871851843,MA10
PDR,2025-08-29,2025-11-07,10,-0.13741683778234087,MA10
IJC,2025-09-26,2025-11-07,6,-0.13957400722021662,MA10
GMD,2025-10-24,2025-11-07,2,-0.07364705882352941,MA10
KBC,2025-08-22,2025-11-14,12,0.018390243902439027,MA10
ACB,2025-07-11,2025-11-21,19,0.1141814058956916,MA10
HT1,2025-07-25,2025-11-21,17,0.16588007802316176,MA10
BMI,2025-08-22,2025-11-21,13,-0.041250000000000064,MA10
NLG,2025-10-24,2025-11-21,4,-0.07585769728331178,MA10
HUT,2025-08-29,2025-11-28,13,-0.04646242774566474,MA10
DLG,2025-11-28,2025-11-28,0,-0.09045945945945946,MA10
BSR,2025-08-29,2025-12-05,14,-0.132405693950178,MA10
KHG,2025-06-13,2025-12-12,26,0.22143055555555555,MA10
ANV,2025-07-11,2025-12-12,22,0.08416553794466401,MA10
TCH,2025-07-11,2025-12-12,22,0.05599526602360656,MA10
LPB,2025-07-18,2025-12-12,21,0.32934743202416916,MA10
CEO,2025-07-25,2025-12-12,20,0.006037716918777494,MA10
DHC,2025-08-22,2025-12-12,16,0.051456636494711536,MA10
HDG,2025-08-22,2025-12-12,16,-0.12373940345368917,MA10
PET,2025-08-22,2025-12-12,16,-0.20415059445178343,MA10
VRE,2025-08-29,2025-12-12,15,-0.09403986710963455,MA10
CTD,2025-10-17,2025-12-12,8,-0.06585196794425097,MA10
AAA,2025-11-28,2025-12-12,2,-0.08158139534883721,MA10
DGW,2025-11-28,2025-12-12,2,-0.1348888888888889,MA10
TV2,2025-11-28,2025-12-12,2,-0.06751832460733007,MA10
GAS,2025-12-05,2025-12-12,1,-0.03912302839116719,MA10
DBC,2025-12-12,2025-12-12,0,-0.05769340463458111,MA10
DXP,2025-12-12,2025-12-12,0,-0.06794690265486726,MA10
FOX,2025-12-12,2025-12-12,0,-0.08569924812030076,MA10
FRT,2025-12-12,2025-12-12,0,-0.131,MA10
PC1,2025-12-12,2025-12-12,0,-0.11806896551724139,MA10
PHR,2025-12-12,2025-12-12,0,-0.0663448275862069,MA10
PAT,2025-07-11,2025-12-19,23,-0.02402757158006385,MA10
CII,2025-07-25,2025-12-26,22,0.6038876046790453,MA10
MSH,2025-11-28,2025-12-26,4,-0.08886101634084685,MA10
FIT,2025-12-05,2025-12-26,3,-0.03313987473903967,MA10
TTF,2025-12-12,2025-12-26,2,-0.09414589665653496,MA10
C4G,2025-12-26,2025-12-26,0,-0.03970786516853932,MA10
SHI,2025-12-12,2026-01-02,3,-0.006,MA10
AGR,2025-12-26,2026-01-02,1,-0.03319033232628388,MA10
DBC,2025-12-26,2026-01-02,1,-0.04507637655417407,MA10
HAG,2025-05-30,2026-01-09,32,0.1968985507246377,MA10
HID,2025-07-25,2026-01-09,24,0.5550561056105611,MA10
VPI,2025-12-12,2026-01-09,4,-0.06339130434782608,MA10
QCG,2025-12-26,2026-01-09,2,-0.08708108108108109,MA10
C4G,2026-01-02,2026-01-09,1,-0.05251162790697674,MA10
STB,2026-01-02,2026-01-09,1,-0.11596563573883162,MA10
CDC,2025-08-22,2026-01-16,21,0.5131489361702126,MA10
VRE,2026-01-16,2026-01-16,0,-0.07846376811594204,MA10
NNC,2025-02-14,2026-01-23,49,1.1698836706679387,MA10
SBT,2025-02-14,2026-01-23,49,0.7754814814814814,MA10
BMP,2025-12-26,2026-01-23,4,-0.09270520231213873,MA10
AGR,2026-01-16,2026-01-23,1,-0.05011764705882353,MA10
DRI,2026-01-16,2026-01-23,1,-0.16462068965517243,MA10
MSB,2026-01-16,2026-01-23,1,-0.01396812749003984,MA10
BMI,2026-01-23,2026-01-23,0,-0.0643756345177665,MA10
DDV,2026-01-23,2026-01-23,0,-0.07018918918918919,MA10
EIB,2026-01-23,2026-01-23,0,-0.02556521739130435,MA10
HCM,2026-01-23,2026-01-23,0,-0.11522787193973638,MA10
HVN,2026-01-23,2026-01-23,0,-0.06871186440677966,MA10
OCB,2026-01-23,2026-01-23,0,-0.02252892561983471,MA10
VC3,2026-01-23,2026-01-23,0,-0.013326007326007326,MA10
VIB,2026-01-23,2026-01-23,0,-0.02797802197802198,MA10
VIX,2026-01-23,2026-01-23,0,-0.02418181818181818,MA10
VND,2026-01-23,2026-01-23,0,-0.05965853658536585,MA10
VSC,2026-01-23,2026-01-23,0,0.007921113689095127,MA10
L40,2024-07-12,2026-01-30,80,9.119569473716522,MA10
KLB,2025-06-06,2026-01-30,34,0.3827043189348572,MA10
VJC,2025-08-22,2026-01-30,23,0.16501648351648351,MA10
SBS,2026-01-02,2026-01-30,4,-0.02266666666666667,MA10
ACB,2026-01-16,2026-01-30,2,-0.028312373225152128,MA10
NTL,2026-01-16,2026-01-30,2,-0.048134831460674155,MA10
NTP,2026-01-16,2026-01-30,2,-0.04551367781155015,MA10
SHB,2026-01-16,2026-01-30,2,-0.033355623100303954,MA10
VHM,2026-01-16,2026-01-30,2,-0.24341007194244604,MA10
HT1,2026-01-23,2026-01-30,1,-0.12730177514792898,MA10
NAB,2026-01-23,2026-01-30,1,-0.05313804713804714,MA10
VPB,2026-01-23,2026-01-30,1,-0.03881519861830743,MA10
GEE,2025-02-14,2026-02-06,51,3.7137953541839273,MA10
DHA,2025-06-20,2026-02-06,33,0.3250924370117646,MA10
TRC,2025-08-29,2026-02-06,23,0.08867455621301774,MA10
KBC,2026-01-16,2026-02-06,3,-0.058631578947368417,MA10
MST,2026-01-16,2026-02-06,3,-0.08175757575757577,MA10
TCB,2026-01-16,2026-02-06,3,-0.06322070844686649,MA10
TPB,2026-01-16,2026-02-06,3,-0.051454545454545454,MA10
BCM,2026-01-23,2026-02-06,2,-0.14415789473684204,MA10
DBC,2026-01-23,2026-02-06,2,-0.041523978685612785,MA10
DSE,2026-01-23,2026-02-06,2,-0.03504564315352697,MA10
ELC,2026-01-23,2026-02-06,2,-0.1477910447761194,MA10
MSN,2026-01-23,2026-02-06,2,-0.053503045066991474,MA10
SMC,2026-01-23,2026-02-06,2,-0.09819858156028369,MA10
SSI,2026-01-23,2026-02-06,2,-0.08882208588957055,MA10
MCH,2025-11-28,2026-02-13,11,-0.136557109851648,MA10
TOS,2024-01-19,2026-02-13,107,6.981167385984031,EOD
TAL,2025-02-14,2026-02-13,52,1.2455302903026904,EOD
VIC,2025-03-28,2026-02-13,46,5.031735849056604,EOD
ABB,2025-06-27,2026-02-13,33,0.8346403940249999,EOD
E1VFVN30,2025-07-11,2026-02-13,31,0.3834249324585102,EOD
CTG,2025-07-25,2026-02-13,29,0.22825410979968275,EOD
HDB,2025-07-25,2026-02-13,29,0.4867583673469385,EOD
VVS,2025-07-25,2026-02-13,29,3.7378730631410786,EOD
NT2,2025-08-01,2026-02-13,28,0.34441610421103114,EOD
NAF,2025-08-22,2026-02-13,25,0.6305853658536589,EOD
PVI,2025-08-22,2026-02-13,25,0.3338611773431111,EOD
C69,2025-09-19,2026-02-13,21,0.3989586776859504,EOD
HHP,2025-10-03,2026-02-13,19,0.500572295247725,EOD
DCL,2025-10-17,2026-02-13,17,0.94978231292517,EOD
BAF,2025-12-12,2026-02-13,9,0.09949132947976878,EOD
VNM,2025-12-12,2026-02-13,9,0.09194628751974723,EOD
BSR,2025-12-26,2026-02-13,7,0.5397413249211357,EOD
POM,2025-12-26,2026-02-13,7,0.22316666666666665,EOD
PVD,2025-12-26,2026-02-13,7,0.2268519855595668,EOD
SAB,2025-12-26,2026-02-13,7,0.011425104453722348,EOD
BVH,2026-01-02,2026-02-13,6,0.3535706618962433,EOD
G36,2026-01-02,2026-02-13,6,0.2812340425531915,EOD
GAS,2026-01-02,2026-02-13,6,0.43309348441926343,EOD
MWG,2026-01-02,2026-02-13,6,0.0705661252900232,EOD
POW,2026-01-02,2026-02-13,6,0.036801556420233465,EOD
PVS,2026-01-02,2026-02-13,6,0.30465088757396447,EOD
PHR,2026-01-09,2026-02-13,5,0.028246575342465753,EOD
PVC,2026-01-09,2026-02-13,5,0.16943859649122806,EOD
BFC,2026-01-16,2026-02-13,4,0.30352380952380953,EOD
BID,2026-01-16,2026-02-13,4,-0.026876826722338203,EOD
FOX,2026-01-16,2026-02-13,4,0.20146268656716418,EOD
FUEVFVND,2026-01-16,2026-02-13,4,0.0315,EOD
MBB,2026-01-16,2026-02-13,4,0.021223230490018147,EOD
MSR,2026-01-16,2026-02-13,4,0.43973643410852714,EOD
PC1,2026-01-16,2026-02-13,4,0.09926315789473683,EOD
PVB,2026-01-16,2026-02-13,4,-0.05457142857142857,EOD
PVT,2026-01-16,2026-02-13,4,-0.03973493975903614,EOD
STB,2026-01-16,2026-02-13,4,0.20953398058252426,EOD
VGI,2026-01-16,2026-02-13,4,0.13903816793893128,EOD
VGT,2026-01-16,2026-02-13,4,-0.006000000018571484,EOD
VTZ,2026-01-16,2026-02-13,4,-0.001,EOD
BIC,2026-01-23,2026-02-13,3,-0.033777777777777775,EOD
DCM,2026-01-23,2026-02-13,3,0.10763636363636363,EOD
DGW,2026-01-23,2026-02-13,3,0.07537044967880085,EOD
DHC,2026-01-23,2026-02-13,3,0.10836950146627565,EOD
DLG,2026-01-23,2026-02-13,3,0.024927835051546395,EOD
DPG,2026-01-23,2026-02-13,3,0.07046356033452807,EOD
DPM,2026-01-23,2026-02-13,3,0.027057851239669424,EOD
HPG,2026-01-23,2026-02-13,3,-0.04363440860215054,EOD
MML,2026-01-23,2026-02-13,3,0.004840108401084011,EOD
MSH,2026-01-23,2026-02-13,3,-0.02730492676431425,EOD
PET,2026-01-23,2026-02-13,3,-0.04627777777777778,EOD
PLC,2026-01-23,2026-02-13,3,0.09363099630996309,EOD
PLX,2026-01-23,2026-02-13,3,-0.02115151515151515,EOD
PNJ,2026-01-23,2026-02-13,3,0.10820612813370473,EOD
PVP,2026-01-23,2026-02-13,3,-0.04496103896103896,EOD
TNG,2026-01-23,2026-02-13,3,0.10783842283942312,EOD
VCB,2026-01-23,2026-02-13,3,-0.1238082191780821,EOD
VEA,2026-01-23,2026-02-13,3,-0.12291542288557214,EOD
